symbol,industry,sector,longBusinessSummary,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,dividendRate,dividendYield,payoutRatio,fiveYearAvgDividendYield,enterpriseValue,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,lastDividendValue,lastDividendDate,totalDebt,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins
CLARI.PA,Medical Care Facilities,Healthcare,"Clariane SE provides care home, healthcare facilities and services, and shared living solutions in France, Germany, Benelux, Italy, Spain, and the United Kingdom. The company operates long-term care and short stays nursing homes. It also provides diagnosis outpatient programs; healthcare services comprising medical and full hospitalization services, as well as day hospitalisation and consultations; and operates post-acute and rehabilitation care facilities, mental healthcare clinics, hospital home care networks, and home community nursing facilities. In addition, the company offers home care and hospital home care services; and assisted living residences or shared housing. The company was formerly known as Korian and changed its name to Clariane SE in June 2023. Clariane SE was founded in 2001 and is headquartered in Paris, France.",60000.0,2.0,4.0,3.0,4.0,3.0,,,,1.94,8480177664.0,1.321,5.45,1.98996,0.25,1687305600.0,8369062912.0,278036128.0,934040000.0,,0.071,0.32254001
SCR.PA,Insurance - Reinsurance,Financial Services,"SCOR SE, together with its subsidiaries, provides life and non-life reinsurance products in Europe, the Middle East, Africa, the Americas, Latin America, and Asia Pacific. It operates in two segments, SCOR P&C and SCOR L&H. The SCOR P&C segment offers reinsurance products in the areas of property, motors, casualty treaties, credit and surety, decennial insurance, aviation, marine and energy, engineering, agricultural risks, and property catastrophes; specialties insurance products, including business solutions, political and credit risks, cyber, and environmental liability; and business ventures and partnerships. The SCOR L&H segment provides life reinsurance products, such as protection for mortality, morbidity, behavioral risks, disability, long-term care, critical illness, medical, and personal accident. This segment also provides financial solutions that combine traditional life reinsurance with financial components and provide liquidity, balance sheet, solvency, and income improvements to clients; longevity solutions that include products covering the risk of negative deviation from expected results due to the insured or annuitant living longer than assumed in the pricing of insurance covers provided by insurers or pension funds; and distribution solutions. In addition, it is involved in the asset management business. SCOR SE was founded in 1970 and is headquartered in Paris, France.",3491.0,6.0,1.0,3.0,1.0,1.0,1.8,0.0801,1.6822,4.81,6376580608.0,16.91,32.48,24.064,1.8,1716249600.0,3214000128.0,-276500000.0,1528999936.0,,0.037,0.06883
DBV.PA,Biotechnology,Healthcare,"DBV Technologies S.A., a clinical-stage biopharmaceutical company, engages in the research and development of epicutaneous immunotherapy products. Its product pipeline comprising Viaskin Peanut, an immunotherapy product, which has completed Phase 3 clinical trial for the treatment of peanut allergies; and Viaskin Milk which is in Phase 1/2 clinical trial for the treatment of immunoglobulin E (IgE) mediated or cow's milk protein allergy and eosinophilic esophagitis. The company's earlier stage research programs includes vaccine for the respiratory syncytial virus, potential treatments for inflammatory bowel disease, celiac disease, and type I diabetes. In addition, it develops Viaskin technology platform, a platform to potentially treat food allergy. The company has a collaboration with Nestlé Health Science to develop MAG1C, a ready-to-use atopy patch test for the diagnosis of non-IgE mediated CMPA in infants and toddlers. DBV Technologies S.A. was incorporated in 2002 and is headquartered in Montrouge, France.",108.0,7.0,9.0,10.0,1.0,10.0,,,,,43865812.0,0.506,1.73,0.74528,,,7412000.0,-75982624.0,-105908000.0,,-0.548,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,
RXL.PA,Electronics & Computer Distribution,Technology,"Rexel S.A., together with its subsidiaries, engages in distribution of low and ultra-low voltage electrical products and services for the residential, commercial, and industrial markets in France, Europe, North America, and Asia-Pacific. The company offers smart cameras, sensors, controllers, and monitoring software; light sources, lights, and control switches; climate control products, including heat pumps, air conditioning, and water heaters; fire alarms, surveillance equipment, access controls devices, and emergency lightings; and connection cables, and switches and routers, as well as enclosures, mounts, and racks. It also provides solar modules and inverters; connected lighting, intelligent home system, home control touch screen, and smart thermostat products; residential chargers, commercial stations, and charging cables for electric vehicles; electric motors, variable speed drives, programmable logic controllers, and computers and operator interface; and fastening systems, electrical power and control, and valves and instrumentation products. The company offers products, services, and solutions in the fields of technical supply, automation, and energy management related to the construction, renovation, maintenance, and production. It operates in 21 countries. The company was founded in 1967 and is headquartered in Paris, France.",27086.0,10.0,1.0,3.0,1.0,3.0,1.2,0.048299998,0.5172,3.97,11470561280.0,20.3,28.88,24.8618,1.2,1715731200.0,4409399808.0,691712512.0,1041299968.0,-0.175,-0.014,0.25087
GET.PA,Railroads,Industrials,"Getlink SE engages in the design, finance, construction, and operation of fixed link infrastructure and transport system in France. The company operates through Eurotunnel, Europorte, and ElecLink segments. The Eurotunnel segment operates tunnels of a length of approximately 50 kilometres each under the English Channel, as well as terminals at Folkestone in the United Kingdom and the Coquelles in France. It also provides passenger shuttle services for the transport of trucks, cars, caravans, motor homes, coaches, motorcycles, and other vehicles. In addition, this segment manages high-speed passenger trains and rail freights, as well as fixed equipment and related installations. The Europorte segment offers a range of integrated rail freight services, including national and international haulage, local services for secondary lines, individual junction management, infrastructure maintenance, and wagon loading and unloading services. The ElecLink segment engages in the construction and operation of a 1 gigawatt electricity interconnector between the France and Great Britain. Getlink SE also engages in third-party retail, telecommunication cables, training activity, and property businesses, as well as the sale of travel insurance products. The company was formerly known as Groupe Eurotunnel S.E. and changed its name to Getlink SE in April 2018. Getlink SE was founded in 1986 and is based in Paris, France.",3283.0,5.0,6.0,1.0,6.0,4.0,0.55,0.035099998,0.873,2.35,12739070976.0,14.52,16.89,15.368,0.55,1717027200.0,5753999872.0,336974016.0,954000000.0,0.096,-0.135,0.53259
AB.PA,Drug Manufacturers - Specialty & Generic,Healthcare,"AB Science S.A., a clinical-stage company, designs and develops novel drugs to various diseases with high unmet medical needs for inflammatory diseases, pathologies affecting peripheral and central nervous system, and cancers in France. The company's lead compound is the masitinib, a tyrosine kinase inhibitor which is in Phase III clinical trials for the treatment of amyotrophic lateral sclerosis, indolent systemic mastocytosis, severe asthma, progressive forms of multiple sclerosis, first line pancreatic cancer with pain, alzheimer's disease, and metastatic castrate-resistant prostate cancer, as well as in Phase II clinical trial to treat Covid-19. It also developing AB8939, a microtubule destabiliser for acute myeloid leukemia. The company markets its masitinib under the Masivet brand in Europe. AB Science S.A. was incorporated in 2001 and is headquartered in Paris, France.",40.0,10.0,9.0,10.0,9.0,10.0,,,,,103560520.0,0.77,3.72,1.23276,,,18963000.0,614000.0,-4242000.0,,0.25,0.76248
OREGE.PA,Waste Management,Industrials,"Orege Société Anonyme designs, develops, operates, manufactures, and markets municipal and industrial sludge, and effluents treatment solutions in France, the United States, Japan, Germany, and the United Kingdom. The company offers SLG solution for conditioning, treating, and recovering municipal and industrial sludge; SLG-F, a combination of SLG conditioning solution; and Flosep for sludge separation and thickening tool. It also provides after-sales, installation and commissioning, operator training, warranty extensions, maintenance, and process optimization packages. The company was incorporated in 2005 and is headquartered in Voisins-Le-Bretonneux, France. Orege Société Anonyme is a subsidiary of Eren Groupe SA.",31.0,,,,,,,,,,70635792.0,0.253,0.451,0.38106,,,51448000.0,,,,0.137,-0.12347
ALMKT.PA,Medical Devices,Healthcare,"Mauna Kea Technologies SA, a medical device company, manufactures and sells medical devices in Europe and internationally. It offers range of medical devices in gastroenterology, pulmonology, and urology areas. Its product portfolio includes Cellvizio, a real-time in vivo cellular imaging platform which enables physicians to monitor progression of disease over time, assess point-in-time reactions, classify indeterminate areas, and guide surgical interventions. The company was incorporated in 2000 and is headquartered in Paris, France.",65.0,,,,,,,,,,35801064.0,0.162,0.525,0.175428,,,28478000.0,-3861500.0,-7411000.0,,-0.402,0.72422
COFA.PA,Insurance - Reinsurance,Financial Services,"COFACE SA, through its subsidiaries, provides credit insurance products and related services for microenterprises, small and medium enterprises, mid-market companies, international corporations, financial institutions, and clients of distribution partners. The company offers credit insurance products to protect companies against default on payment of its trade receivables. It also provides integrated credit management solutions comprising credit insurance, single risk insurance, business information and debt collection services for insured and uninsured businesses; and factoring services, as well as contract and environmental surety, customs and excise, and legal bonds; and payment guarantees. In addition, the company offers business information services through its iCON portal, a credit risk management technology platform; and Universal Risk Business Assessment (URBA) information services platform that contains portfolio management and corporate risk monitoring options. It operates in Western Europe, Northern Europe, Central and Eastern Europe, the Mediterranean and Africa, North America, Latin America, and the Asia-Pacific. COFACE SA was founded in 1946 and is headquartered in Bois-Colombes, France.",4100.0,6.0,2.0,2.0,1.0,2.0,1.3,0.0825,0.7514,5.98,5035472384.0,12.36,16.09,14.7158,1.3,1716336000.0,3645192960.0,471910752.0,311454016.0,0.062,0.022,0.63975
